_id,Date,Line,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Vehicle
1,2025-12-07,FW,07:29,Sunday,FINCH WEST FWLRT STATI,TXDOE,0,0,W,6509
2,2025-12-07,FW,09:17,Sunday,MILVAN RUMIKE STOP,EXTM,7,17,W,6501
3,2025-12-07,FW,09:25,Sunday,MILVAN RUMIKE STOP,EXBK,5,15,E,6512
4,2025-12-07,FW,09:34,Sunday,HUMBER COLLEGE STOP,EXBO,4,14,E,6502
5,2025-12-07,FW,09:55,Sunday,HUMBER COLLEGE STOP,MXTO,5,15,None,6508
6,2025-12-07,FW,10:05,Sunday,TOBERMORY STOP,EXBK,4,14,E,6514
7,2025-12-07,FW,10:10,Sunday,FINCH WEST FWLRT STATI,EXO,15,25,E,6502
8,2025-12-07,FW,10:48,Sunday,ROWNTREE MILLS STOP,EXBK,5,15,W,6517
9,2025-12-07,FW,11:05,Sunday,EMERY STOP,TXO,10,20,E,6509
10,2025-12-07,FW,12:36,Sunday,NORFINCH OAKDALE STOP,TXDOE,10,20,E,6502
11,2025-12-07,FW,13:57,Sunday,EMERY STOP,TXOS,5,15,W,6507
12,2025-12-07,FW,14:54,Sunday,EMERY STOP,TXOS,3,13,W,6501
13,2025-12-07,FW,15:30,Sunday,HUMBER COLLEGE STOP,MXO,0,0,None,0
14,2025-12-07,FW,16:16,Sunday,SIGNET ARROW STOP,EXO,3,10,W,6512
15,2025-12-07,FW,16:34,Sunday,SENTINEL STOP,TXOS,3,13,W,6508
16,2025-12-07,FW,18:26,Sunday,PEARLDALE STOP,EXO,13,23,W,6514
17,2025-12-07,FW,18:46,Sunday,FINCH WEST FWLRT STATI,MXIS,0,0,None,0
18,2025-12-07,FW,20:56,Sunday,MARTIN GROVE STOP,MXUS,12,24,E,6512
19,2025-12-07,FW,21:12,Sunday,HUMBER COLLEGE STOP,MXTO,7,19,W,6506
20,2025-12-07,FW,21:59,Sunday,FINCH WEST FWLRT STATI,MXUS,12,24,W,6512
21,2025-12-07,FW,23:05,Sunday,HUMBER COLLEGE STOP,EXDO,0,0,E,6512
22,2025-12-08,FW,05:08,Monday,FINCH WEST STATION,PXWZ,14,0,E,6512
23,2025-12-08,FW,05:28,Monday,HUMBER COLLEGE STOP,TXNIP,6,0,E,6507
24,2025-12-08,FW,06:01,Monday,HUMBER COLLEGE STOP,MXO,0,0,None,0
25,2025-12-08,FW,06:44,Monday,JANE FWLRT STOP,MXO,3,9,E,6503
26,2025-12-08,FW,06:46,Monday,JANE FWLRT STOP,TXOVS,0,0,W,6507
27,2025-12-08,FW,06:55,Monday,MARTIN GROVE STOP,TXO,4,10,E,6517
28,2025-12-08,FW,08:10,Monday,HUMBER COLLEGE STOP,TXNIP,6,12,E,6511
29,2025-12-08,FW,09:41,Monday,HUMBER COLLEGE STOP,MXTO,5,0,E,6508
30,2025-12-08,FW,12:56,Monday,ROWNTREE MILLS STOP,TXOS,4,14,E,6509
31,2025-12-08,FW,13:11,Monday,HUMBER COLLEGE STOP,EXDO,10,10,W,6517
32,2025-12-08,FW,13:20,Monday,HUMBER COLLEGE STOP,MXTO,4,10,W,6501
33,2025-12-08,FW,15:01,Monday,JANE FWLRT STOP,TXO,4,14,E,6503
34,2025-12-08,FW,15:42,Monday,SENTINEL STOP,EXAC,6,12,E,6517
35,2025-12-08,FW,16:41,Monday,FINCH WEST FWLRT STATI,EXAC,6,12,None,6512
36,2025-12-08,FW,17:30,Monday,ALBION STOP,PXSTP,3,9,N,6511
37,2025-12-08,FW,21:19,Monday,DRIFTWOOD STOP,EXBK,9,23,E,6503
38,2025-12-08,FW,22:33,Monday,ENTERING MSF,EXO,0,0,W,6507
39,2025-12-09,FW,05:06,Tuesday,NORFINCH OAKDALE STOP,EXO,0,0,W,6501
40,2025-12-09,FW,07:16,Tuesday,NORFINCH OAKDALE STOP,EXO,0,0,W,6507
41,2025-12-09,FW,07:42,Tuesday,SIGNET ARROW STOP,EXO,0,0,W,6514
42,2025-12-09,FW,08:33,Tuesday,WESTMORE STOP,EXO,0,0,W,6508
43,2025-12-09,FW,08:56,Tuesday,MILVAN RUMIKE STOP,EXO,0,0,E,6514
44,2025-12-09,FW,09:01,Tuesday,SIGNET ARROW STOP,EXO,0,0,W,6503
45,2025-12-09,FW,09:12,Tuesday,HUMBER COLLEGE STOP,EXDO,6,12,E,6516
46,2025-12-09,FW,13:05,Tuesday,JANE FWLRT STOP,TXO,3,9,W,6503
47,2025-12-09,FW,13:34,Tuesday,TOBERMORY STOP,TXOVS,0,0,W,6509
48,2025-12-09,FW,15:16,Tuesday,HUMBER COLLEGE STOP,PXSW,92,98,None,0
49,2025-12-09,FW,15:30,Tuesday,MARTIN GROVE STOP,PXSW,45,51,W,6515
50,2025-12-09,FW,20:04,Tuesday,FINCH WEST FWLRT STATI,SXO,0,0,None,0
51,2025-12-09,FW,21:48,Tuesday,DRIFTWOOD STOP,TXO,10,20,W,6515
52,2025-12-09,FW,22:23,Tuesday,ISLINGTON,EXO,32,42,E,6513
53,2025-12-09,FW,23:00,Tuesday,HUMBER COLLEGE STOP TO,MXST,0,0,None,6516
54,2025-12-09,FW,23:32,Tuesday,FINCH WEST FWLRT STATI,EXO,0,0,W,6513
55,2025-12-10,FW,04:56,Wednesday,NORFINCH OAKDALE STOP,EXO,0,0,W,6517
56,2025-12-10,FW,05:13,Wednesday,NORFINCH OAKDALE STOP,EXO,0,0,W,6503
57,2025-12-10,FW,06:53,Wednesday,JANE FWLRT STOP,EXO,0,0,E,6502
58,2025-12-10,FW,07:25,Wednesday,JANE FWLRT STOP,EXO,6,12,E,6513
59,2025-12-10,FW,08:40,Wednesday,JANE FWLRT STOP,MXUS,15,21,E,6507
60,2025-12-10,FW,09:03,Wednesday,TOBERMORY STOP,PXTIS,15,21,None,0
61,2025-12-10,FW,11:39,Wednesday,FINCH WEST FWLRT STATI,MXIS,0,0,W,0
62,2025-12-10,FW,12:28,Wednesday,HUMBER COLLEGE STOP (L,TXOVS,0,0,E,6504
63,2025-12-10,FW,13:05,Wednesday,DUNCANWOODS STOP,PXSW,5,15,E,6517
64,2025-12-10,FW,13:41,Wednesday,FINCH WEST FWLRT STATI,MXIS,0,0,None,6154
65,2025-12-10,FW,18:12,Wednesday,HUMBER COLLEGE STATION,TXO,10,20,E,6506
66,2025-12-10,FW,18:16,Wednesday,STEVENSON STOP,MXAFR,6,12,E,6503
67,2025-12-10,FW,19:47,Wednesday,YORKGATE,PXSW,0,0,None,0
68,2025-12-10,FW,20:52,Wednesday,EMERY STOP,EXHV,0,0,E,6515
69,2025-12-10,FW,21:18,Wednesday,HUMBER COLLEGE STOP,PXSIS,100,110,None,0
70,2025-12-10,FW,21:30,Wednesday,ALBION STOP,PXSIS,100,110,None,0
71,2025-12-11,FW,05:19,Thursday,YORKGATE,PXSW,46,51,W,6505
72,2025-12-11,FW,06:21,Thursday,HUMBER COLLEGE STOP,PXSW,93,105,None,0
73,2025-12-11,FW,07:47,Thursday,JANE AND FINCH,EXNEA,6,12,E,0
74,2025-12-11,FW,07:48,Thursday,SENTINEL STOP,EXO,0,0,E,6501
75,2025-12-11,FW,09:21,Thursday,DRIFTWOOD STOP,EXO,0,0,E,6506
76,2025-12-11,FW,10:38,Thursday,HUMBER COLLEGE STOP,MXIE,0,0,E,6515
77,2025-12-11,FW,11:30,Thursday,HUMBER COLLEGE STOP,EXCE,6,12,E,6508
78,2025-12-11,FW,15:07,Thursday,PEARLDALE STOP,MXUS,10,16,W,6501
79,2025-12-11,FW,15:22,Thursday,FINCH WEST FWLRT STATI,EXCE,6,12,None,6517
80,2025-12-11,FW,15:41,Thursday,JANE FWLRT STOP,EXNEA,6,12,E,0
81,2025-12-11,FW,18:21,Thursday,DUNCANWOODS STOP,MXUS,15,21,E,6508
82,2025-12-11,FW,20:32,Thursday,DUNCANWOODS STOP,MXUS,15,25,E,6506
83,2025-12-11,FW,21:27,Thursday,JANE FWLRT STOP,EXO,0,0,W,6514
84,2025-12-11,FW,22:25,Thursday,HUMBER COLLEGE STOP,EXGA,0,0,E,6513
85,2025-12-12,FW,05:10,Friday,JANE FWLRT STOP,EXBK,0,0,E,6506
86,2025-12-12,FW,05:17,Friday,SENTINEL STOP,TXCC,4,14,W,6515
87,2025-12-12,FW,05:52,Friday,STEVENSON STOP,EXBK,4,16,W,73
88,2025-12-12,FW,05:56,Friday,HUMBER COLLEGE STOP,EXCE,10,20,E,6508
89,2025-12-12,FW,07:25,Friday,JANE AND FINCH STOP,EXNEA,0,0,E,6502
90,2025-12-12,FW,07:47,Friday,JANE AND FINCH,EXNEA,0,0,E,0
91,2025-12-12,FW,08:00,Friday,FINCH WEST FWLRT STATI,EXBO,10,20,W,6512
92,2025-12-12,FW,08:08,Friday,MARTIN GROVE STOP,EXBK,3,10,E,6501
93,2025-12-12,FW,08:11,Friday,FINCH WEST FWLRT STATI,EXBK,0,0,W,6511
94,2025-12-12,FW,08:40,Friday,SIGNET ARROW STOP,EXDO,3,10,E,6507
95,2025-12-12,FW,08:45,Friday,JANE FWLRT STOP,EXO,7,14,W,6513
96,2025-12-12,FW,08:48,Friday,YORKGATE BLVD,PXTIS,4,14,W,6515
97,2025-12-12,FW,09:08,Friday,FINCH WEST FWLRT STATI,EXO,7,14,W,6507
98,2025-12-12,FW,11:05,Friday,HUMBER COLLEGE STOP,EXBO,10,20,E,6512
99,2025-12-12,FW,11:42,Friday,HUMBER COLLEGE STOP,TXO,10,20,E,6512
100,2025-12-12,FW,13:07,Friday,FINCH WEST FWLRT STATI,EXO,10,20,W,6515
101,2025-12-12,FW,14:34,Friday,HUMBER COLLEGE STOP,EXAC,7,14,E,6512
102,2025-12-12,FW,15:49,Friday,JANE FWLRT STOP,EXO,7,14,E,0
103,2025-12-12,FW,17:26,Friday,MILVAN RUMIKE STOP,MXUS,12,19,E,6508
104,2025-12-12,FW,17:55,Friday,EMERY STOP,TXO,4,11,W,6511
105,2025-12-12,FW,18:00,Friday,HUMBER COLLEGE STOP,EXATC,10,17,E,6506
106,2025-12-12,FW,18:01,Friday,FINCH WEST FWLRT STATI,EXATC,7,14,W,6509
107,2025-12-12,FW,21:04,Friday,FINCH WEST FWLRT STATI,EXSA,7,12,W,6504
108,2025-12-12,FW,21:20,Friday,FINCH WEST FWLRT STATI,EXSA,7,12,None,6504
109,2025-12-13,FW,05:41,Saturday,NORFINCH OAKDALE STOP,EXO,0,0,E,6511
110,2025-12-13,FW,08:33,Saturday,FINCH WEST FWLRT STATI,EXECD,37,0,E,6506
111,2025-12-13,FW,11:35,Saturday,TOBERMORY STOP,EXBK,32,39,W,6509
112,2025-12-13,FW,12:31,Saturday,NORFINCH OAKDALE STOP,EXBK,0,0,W,6511
113,2025-12-13,FW,12:52,Saturday,HUMBER COLLEGE STOP,MXTO,17,27,E,6509
114,2025-12-13,FW,13:10,Saturday,FINCH WEST FWLRT STATI,EXGA,30,39,None,6503
115,2025-12-13,FW,13:14,Saturday,FINCH WEST FWLRT STATI,EXTR,0,0,W,6503
116,2025-12-13,FW,14:14,Saturday,NORFINCH OAKDALE STOP,EXTR,0,0,W,6515
117,2025-12-13,FW,15:42,Saturday,ROWNTREE MILLS STOP,EXO,7,17,E,6506
118,2025-12-13,FW,16:07,Saturday,ALBION STOP,EXTM,5,15,E,6514
119,2025-12-13,FW,16:37,Saturday,HUMBER COLLEGE STOP,EXDO,0,0,E,6505
120,2025-12-13,FW,16:43,Saturday,SIGNET ARROW STOP,SXDP,0,0,None,6508
121,2025-12-13,FW,18:07,Saturday,DRIFTWOOD STOP,PXDCS,0,0,E,6501
122,2025-12-13,FW,19:18,Saturday,SENTINEL STOP,TXOVS,0,0,W,6511
123,2025-12-13,FW,20:43,Saturday,FINCH WEST FWLRT STATI,EXDO,4,14,W,6508
124,2025-12-13,FW,21:32,Saturday,ALBION STOP,TXO,6,18,W,6508
125,2025-12-14,FW,08:13,Sunday,WESTMORE STOP,EXO,3,13,E,6513
126,2025-12-14,FW,08:22,Sunday,JANE AND FINCH STOP,EXAC,6,16,E,6517
127,2025-12-14,FW,08:31,Sunday,ROWNTREE MILLS STOP (A,EXBK,119,129,E,6513
128,2025-12-14,FW,10:26,Sunday,MILVAN RUMIKE STOP,EXDO,3,13,E,6517
129,2025-12-14,FW,10:42,Sunday,ALBION STOP,EXTM,3,13,E,6506
130,2025-12-14,FW,12:01,Sunday,MARTIN GROVE STOP,EXTM,3,13,W,6514
131,2025-12-14,FW,12:18,Sunday,SENTINEL STOP,EXTM,5,15,W,6501
132,2025-12-14,FW,13:53,Sunday,HUMBER COLLEGE STOP,MXTO,5,10,E,6514
133,2025-12-14,FW,18:31,Sunday,JANE FWLRT STOP,EXAC,0,0,W,6514
134,2025-12-14,FW,19:00,Sunday,MILVAN RUMIKE STOP,MXIE,12,24,E,6501
135,2025-12-14,FW,19:12,Sunday,YORK GATE,PXSW,12,24,W,0
136,2025-12-14,FW,19:32,Sunday,FINCH WEST FWLRT STATI,MXIE,0,0,W,6501
137,2025-12-15,FW,02:01,Monday,YORK GATE FWMSF,SXO,0,0,None,0
138,2025-12-15,FW,07:53,Monday,JANE FWLRT STOP,EXTM,4,7,W,6505
139,2025-12-15,FW,08:09,Monday,DUNCANWOODS STOP (ENTE,TXOVS,0,0,W,6511
140,2025-12-15,FW,08:50,Monday,FINCH WEST FWLRT STATI,EXBO,4,8,W,6515
141,2025-12-15,FW,09:31,Monday,WESTMORE STOP (ENETERI,TXOVS,0,0,E,6516
142,2025-12-15,FW,09:55,Monday,FINCH WEST FWLRT STATI,MXTO,5,9,W,6503
143,2025-12-15,FW,12:11,Monday,YORK GATE,PXSW,0,0,None,0
144,2025-12-15,FW,14:08,Monday,STEVENSON STOP,EXO,7,17,E,6504
145,2025-12-15,FW,15:29,Monday,PEARLDALE STOP,MXPAA,4,10,E,6516
146,2025-12-15,FW,15:40,Monday,JANE AND FINCH,EXAC,6,12,E,6512
147,2025-12-15,FW,16:00,Monday,FINCH WEST FWLRT STATI,PXTDN,6,12,W,6509
148,2025-12-15,FW,17:06,Monday,ALBION STOP,EXNEA,0,0,E,0
149,2025-12-15,FW,22:31,Monday,DRIFTWOOD STOP,EXO,0,0,E,6514
150,2025-12-16,FW,04:54,Tuesday,HUMBER COLLEGE STOP,EXGA,26,36,None,6509
151,2025-12-16,FW,05:07,Tuesday,JANE FWLRT STOP,EXO,0,0,E,6511
152,2025-12-16,FW,05:13,Tuesday,DUNCANWOODS STOP,TXOVS,0,0,W,6508
153,2025-12-16,FW,06:06,Tuesday,SENTINEL STOP,TXOS,0,0,W,6504
154,2025-12-16,FW,06:52,Tuesday,FINCH WEST FWLRT LINE,PXSCA,0,0,None,0
155,2025-12-16,FW,07:24,Tuesday,HUMBER COLLEGE STOP -,EXAC,15,19,None,6502
156,2025-12-16,FW,08:51,Tuesday,JANE FWLRT STOP,EXBK,23,27,W,6507
157,2025-12-16,FW,09:23,Tuesday,DRIFTWOOD STOP,EXO,0,0,E,6515
158,2025-12-16,FW,11:13,Tuesday,MILVAN RUMIKE STOP,MXPAA,0,0,W,6504
159,2025-12-16,FW,11:47,Tuesday,FINCH WEST FWLRT STATI,EXAC,5,15,W,6501
160,2025-12-16,FW,15:21,Tuesday,MOUNT OLIVE STOP,EXCE,25,32,W,6503
161,2025-12-17,FW,05:41,Wednesday,HUMBER COLLEGE STOP,EXO,0,0,E,6517
162,2025-12-17,FW,06:51,Wednesday,NORFINCH OAKDALE STOP,EXO,5,11,W,6507
163,2025-12-17,FW,06:58,Wednesday,JANE FWLRT STOP,EXAC,0,0,W,6516
164,2025-12-17,FW,07:00,Wednesday,HUMBER COLLEGE STOP,EXO,0,0,E,6515
165,2025-12-17,FW,07:04,Wednesday,EMERY STOP,EXO,0,0,W,6517
166,2025-12-17,FW,07:13,Wednesday,MILVAN RUMIKE STOP,EXO,0,0,W,6516
167,2025-12-17,FW,07:16,Wednesday,SIGNET ARROW STOP,EXO,0,0,W,6508
168,2025-12-17,FW,07:28,Wednesday,JANE FWLRT STOP,EXO,6,12,E,6503
169,2025-12-17,FW,07:45,Wednesday,JANE FWLRT STOP,EXNEA,6,12,E,0
170,2025-12-17,FW,09:54,Wednesday,HUMBER COLLEGE STOP,TXOVS,3,10,E,6511
171,2025-12-17,FW,10:17,Wednesday,FINCH WEST FWLRT STATI,EXO,5,12,W,0
172,2025-12-17,FW,10:40,Wednesday,MILVAN RUMIKE STOP,EXAC,55,62,W,6517
173,2025-12-17,FW,12:13,Wednesday,TOBERMORY STOP,EXO,0,0,W,6505
174,2025-12-17,FW,15:20,Wednesday,FWMSF,EXYRD,6,12,W,6517
175,2025-12-17,FW,15:57,Wednesday,NORTH HANDOVER,EXO,6,12,W,6517
176,2025-12-17,FW,16:14,Wednesday,JANE AND FINCH,EXNEA,6,12,E,0
177,2025-12-17,FW,17:17,Wednesday,FINCH WEST FWLRT STATI,EXO,10,20,W,6515
178,2025-12-17,FW,17:36,Wednesday,SENTINEL STOP,EXBK,5,15,None,6511
179,2025-12-17,FW,19:33,Wednesday,HUMBER COLLEGE STOP,EXAC,10,20,None,6504
180,2025-12-17,FW,20:25,Wednesday,DRIFTWOOD STOP,TXS,15,25,E,6503
181,2025-12-17,FW,20:34,Wednesday,DUNCANWOODS STOP,EXATC,8,18,W,6502
182,2025-12-18,FW,03:13,Thursday,145 HUMBER COLLEGE BLV,PXEAS,0,0,None,0
183,2025-12-18,FW,05:07,Thursday,HOPP 1,EXO,0,0,None,0
184,2025-12-18,FW,05:12,Thursday,NORFINCH OAKDALE STOP,EXCE,0,0,None,6509
185,2025-12-18,FW,05:17,Thursday,HUMBER 2 PLATFORM,EXO,0,0,W,6511
186,2025-12-18,FW,06:54,Thursday,WESTMORE STOP,PXTS,5,11,W,6502
187,2025-12-18,FW,07:24,Thursday,HUMBER COLLEGE STOP,PXSW,3,9,E,6516
188,2025-12-18,FW,07:47,Thursday,JANE AND FINCH,EXNEA,6,12,E,0
189,2025-12-18,FW,08:09,Thursday,STEVENSON STOP,EXTM,3,9,E,6505
190,2025-12-18,FW,10:45,Thursday,MILVAN RUMIKE STOP,EXBO,3,13,E,6515
191,2025-12-18,FW,11:00,Thursday,DRIFTWOOD STOP,EXTM,3,13,E,6515
192,2025-12-18,FW,11:45,Thursday,SIGNET ARROW STOP,MXO,10,20,W,6511
193,2025-12-18,FW,13:09,Thursday,SENTINEL STOP,MXO,5,15,W,6515
194,2025-12-18,FW,13:23,Thursday,FWLRT YARD,PXSW,0,0,None,0
195,2025-12-18,FW,15:12,Thursday,HAND OVER PLATFORM,EXCE,6,12,E,6505
196,2025-12-18,FW,15:19,Thursday,HUMBER COLLEGE STOP,EXCE,6,12,E,6503
197,2025-12-18,FW,18:56,Thursday,JANE FWLRT STOP,EXNEA,6,12,E,0
198,2025-12-19,FW,06:36,Friday,FINCH WEST FWLRT STATI,EXO,10,20,W,6500
199,2025-12-19,FW,07:47,Friday,JANE FWLRT STOP,EXNEA,10,20,E,0
200,2025-12-19,FW,09:38,Friday,SENTINEL STOP,TXOVS,0,0,S,6508
201,2025-12-19,FW,09:40,Friday,SENTINEL STOP,TXOVS,0,0,E,6509
202,2025-12-19,FW,09:46,Friday,DRIFTWOOD STOP,MXIE,14,24,W,6508
203,2025-12-19,FW,10:22,Friday,NORFINCH OAKDALE STOP,EXAC,4,10,W,6511
204,2025-12-19,FW,10:31,Friday,FINCH WEST FWLRT STATI,SXUEG,5,12,E,6506
205,2025-12-19,FW,12:04,Friday,HUMBER COLLEGE STOP,EXO,0,0,E,6513
206,2025-12-19,FW,15:35,Friday,DRIFTWOOD STOP,MXIR,154,160,E,6506
207,2025-12-19,FW,17:47,Friday,JANE FWLRT STOP,EXNEA,6,12,E,0
208,2025-12-20,FW,09:18,Saturday,SENTINEL STOP,SXDP,0,0,None,6513
209,2025-12-20,FW,10:41,Saturday,SIGNET ARROW STOP TO F,MXUS,7,10,E,6513
210,2025-12-20,FW,10:53,Saturday,HUMBER COLLEGE STOP,SXUEG,0,0,None,0
211,2025-12-20,FW,11:31,Saturday,FINCH WEST FWLRT STATI,MXO,10,20,W,6502
212,2025-12-20,FW,11:44,Saturday,DUNCANWOODS STOP,TXOVS,3,13,W,6514
213,2025-12-20,FW,13:03,Saturday,FINCH WEST FWLRT STATI,EXAC,10,20,None,6505
214,2025-12-20,FW,13:25,Saturday,FINCH WEST FWLRT STATI,TXO,10,20,W,6500
215,2025-12-20,FW,14:47,Saturday,JANE FWLRT STOP,MXPAA,0,0,W,6511
216,2025-12-20,FW,14:48,Saturday,DUNCANWOODS STOP,TXOVS,3,13,W,6516
217,2025-12-20,FW,14:52,Saturday,FINCH WEST FWLRT STATI,MXIE,14,28,W,6505
218,2025-12-20,FW,15:02,Saturday,FINCH WEST FWLRT STATI,EXO,10,20,W,6514
219,2025-12-20,FW,17:26,Saturday,SIGNET ARROW STOP,EXAC,10,20,W,6514
220,2025-12-20,FW,22:05,Saturday,FINCH WEST FWLRT STATI,SXO,0,0,None,0
221,2025-12-21,FW,08:32,Sunday,JANE FWLRT STOP,PXDCS,5,15,E,6507
222,2025-12-21,FW,12:11,Sunday,JANE FWLRT STOP,EXTM,3,13,W,6503
223,2025-12-21,FW,12:30,Sunday,PEARLDALE STOP,EXTM,0,0,W,6503
224,2025-12-21,FW,17:59,Sunday,MILVAN RUMIKE STOP TO,MXUS,8,18,E,6511
225,2025-12-21,FW,21:19,Sunday,MOUNT OLIVE STOP,MXD,0,0,W,6513
226,2025-12-21,FW,21:38,Sunday,SENTINEL STOP,MXD,0,0,E,6515
227,2025-12-21,FW,21:49,Sunday,FINCH WEST FWLRT STATI,EXGA,0,0,E,6503
228,2025-12-22,FW,07:06,Monday,HUMBER COLLEGE STOP,EXBO,6,12,E,6515
229,2025-12-22,FW,07:30,Monday,FINCH WEST FWLRT,EXAC,5,11,W,6505
230,2025-12-22,FW,10:47,Monday,JANE FWLRT STOP,EXTM,0,0,W,6507
231,2025-12-22,FW,12:13,Monday,DRIFTWOOD STOP,EXYRD,5,14,W,6502
232,2025-12-22,FW,12:56,Monday,JANE FWLRT STOP,MXUS,6,15,E,6500
233,2025-12-22,FW,14:09,Monday,STEVENSON STOP,EXTR,3,12,E,6508
234,2025-12-22,FW,14:18,Monday,DUNCANWOODS STOP,TXOVS,0,0,W,6507
235,2025-12-22,FW,16:10,Monday,HUMBER COLLEGE STOP,MXTO,7,14,E,6513
236,2025-12-22,FW,16:12,Monday,HUMBER COLLEGE STOP,MXTO,0,0,E,6502
237,2025-12-22,FW,16:24,Monday,WESTMORE (APPROACHING),TXOVS,0,0,E,6502
238,2025-12-22,FW,16:45,Monday,ROWNTREE MILLS STOP,TXOVS,3,10,W,6509
239,2025-12-22,FW,17:21,Monday,PEARLDALE STOP,TXOVS,0,0,E,6515
240,2025-12-22,FW,19:42,Monday,NORFINCH OAKDALE STOP,EXBK,35,45,E,6511
241,2025-12-22,FW,23:08,Monday,FINCH WEST FWLRT STATI,TXST,0,0,None,0
242,2025-12-23,FW,06:46,Tuesday,FINCH WEST LRV STOP,EXO,7,17,W,6515
243,2025-12-23,FW,08:30,Tuesday,FINCH WEST FWLRT STATI,MXTO,7,14,W,6515
244,2025-12-23,FW,11:23,Tuesday,HUMBER COLLEGE STOP,TXSUP,3,13,None,6500
245,2025-12-23,FW,14:49,Tuesday,HUMBER COLLEGE STOP,EXO,5,15,W,6500
246,2025-12-23,FW,16:07,Tuesday,FINCH WEST FWLRT STATI,MXTO,9,15,E,6513
247,2025-12-23,FW,17:54,Tuesday,APPRAOACHING AT FINCH,EXBK,16,10,E,6506
248,2025-12-23,FW,18:45,Tuesday,FINCH WEST FWLRT STATI,TXO,3,13,W,6502
249,2025-12-23,FW,19:22,Tuesday,FINCH WEST YARD,EXO,0,0,E,6504
250,2025-12-23,FW,20:56,Tuesday,FINCH WEST FWLRT STATI,MXTO,8,20,E,6500
251,2025-12-23,FW,21:48,Tuesday,NORFINCH OAKDALE STOP,TXOVS,0,0,E,6508
252,2025-12-24,FW,08:00,Wednesday,FINCH WEST FWLRT STATI,EXGA,10,17,W,6507
253,2025-12-24,FW,09:40,Wednesday,MARTIN GROVE STOP,TXOVS,3,10,E,6506
254,2025-12-24,FW,10:37,Wednesday,NORFINCH OAKDALE STOP,TXOVS,0,0,E,6513
255,2025-12-24,FW,20:28,Wednesday,JANE FWLRT STOP,TXOVS,0,0,W,6503
256,2025-12-24,FW,21:11,Wednesday,FINCH WEST FWLRT STATI,SXUEG,0,0,W,6514
257,2025-12-24,FW,21:50,Wednesday,SENTINEL STOP,MXUS,15,29,E,6504
258,2025-12-25,FW,11:25,Thursday,FINCH WEST FWLRT STATI,MXTO,5,15,W,6512
259,2025-12-25,FW,12:31,Thursday,SENTINEL STOP,TXOVS,0,0,E,6501
260,2025-12-25,FW,14:04,Thursday,TOBERMORY STOP,EXATC,0,0,E,6516
261,2025-12-25,FW,19:29,Thursday,MOUNT OLIVE STOP,EXBO,5,15,W,6502
262,2025-12-25,FW,20:30,Thursday,WESTMORE TO MILVAN RU,MXGD,0,0,None,0
263,2025-12-25,FW,22:52,Thursday,FINCH WEST FWLRT STATI,MXO,0,0,None,0
264,2025-12-26,FW,06:34,Friday,FINCH AVENUE AND HIGHW,MXAFR,114,124,W,6502
265,2025-12-26,FW,07:28,Friday,JANE FWLRT STOP,TXNOA,10,20,E,0
266,2025-12-26,FW,07:29,Friday,FINCH WEST TO SENTINEL,PXDCS,202,212,E,6511
267,2025-12-26,FW,09:20,Friday,FINCH WEST FWLRT STATI,PXSW,10,20,None,0
268,2025-12-26,FW,10:48,Friday,HUMBER COLLEGE STOP,PXSW,355,365,None,0
269,2025-12-26,FW,11:20,Friday,FINCH WEST FWLRT STATI,EXAC,10,20,E,6511
270,2025-12-26,FW,13:40,Friday,HUMBER COLLEGE STOP (A,EXO,122,132,W,6505
271,2025-12-26,FW,14:45,Friday,SENTINAL STOP,EXWS,10,20,E,6503
272,2025-12-26,FW,15:24,Friday,JANE FWLRT STOP,PXSW,78,89,W,6503
273,2025-12-26,FW,15:59,Friday,HUMBER COLLEGE STOP,MXIS,0,0,None,0
274,2025-12-26,FW,17:09,Friday,FINCH WEST FWLRT STATI,MXNOA,10,20,W,0
275,2025-12-26,FW,17:22,Friday,YORKGATE,PXSW,0,0,W,0
276,2025-12-26,FW,18:32,Friday,FINCH WEST FWLRT STATI,TXNOA,12,24,W,0
277,2025-12-26,FW,00:12,Friday,YORKGATE,PXSW,0,0,None,0
278,2025-12-27,FW,02:44,Friday,DUNCANWOODS STOP,PXSW,0,0,None,0
279,2025-12-27,FW,02:58,Friday,YORKGATE BLVD,PXSW,0,0,E,0
280,2025-12-27,FW,05:37,Friday,NORFINCH OAKDALE STOP,TXCL,5,19,W,6506
281,2025-12-27,FW,06:32,Friday,FINCH WEST FWLRT STATI,SXUEG,7,22,E,6501
282,2025-12-27,FW,08:05,Friday,HUMBER COLLEGE STOP,MXIE,0,0,None,0
283,2025-12-27,FW,09:58,Friday,HUMBER COLLEGE STOP,EXBO,5,15,E,6502
284,2025-12-27,FW,12:06,Friday,JANE AND FINCH,MXWEA,5,15,W,6505
285,2025-12-27,FW,12:19,Friday,HUMBER COLLEGE STOP,MXO,3,13,W,6504
286,2025-12-27,FW,17:49,Friday,DRIFTWOOD STOP,EXAC,0,0,W,6506
287,2025-12-27,FW,20:06,Friday,HUMBER COLLEGE STOP,TXNIP,15,27,None,6501
288,2025-12-27,FW,20:29,Friday,HUMBER COLLEGE STOP,EXGA,0,0,None,0
289,2025-12-27,FW,01:43,Friday,DUNCANWOODS STOP,PXSW,0,0,E,0
290,2025-12-28,FW,08:47,Sunday,FINCH WEST FWLRT STATI,EXAC,7,17,W,6506
